Data List,Depth,MSE,RMSE,MAE,MDAE,EVS,R2
Chennai,,0.0034754803657721985,0.05837623345617502,0.03473233502268289,0.01805426975605358,0.8509054873926795,0.8496788989252261
Chennai,5.0,0.0034041754806614566,0.05763073303585685,0.03507296788820835,0.018929821284150838,0.8559708087709613,0.8545223422741887
Chennai,6.0,0.0033020822511377708,0.056914627553131474,0.034052202739741355,0.01813835652767167,0.8582074021266796,0.8567314813366812
Chennai,7.0,0.003176256606807702,0.05567766208545997,0.0331104615171028,0.017146605426065716,0.864128600998291,0.8629190105480684
Chennai,8.0,0.003307117915419534,0.056884098939257735,0.033253050544493006,0.017185289582127897,0.859550743988344,0.8577899328141727
Chennai,9.0,0.0032736004845748635,0.0565624242830728,0.033112870067328035,0.016971436738743354,0.8594540529416058,0.8585264435708939
Chennai,10.0,0.0032891261320131464,0.05685804300644884,0.03308538333478589,0.01671920404873829,0.8582120195894535,0.8571931293788664
