Data List,Depth,MSE,RMSE,MAE,MDAE,EVS,R2
Chennai,,0.0033886602328627607,0.05778626996596122,0.03421074723190654,0.018191282238192844,0.8533487142299094,0.8515926209718084
Chennai,5.0,0.003323216552529572,0.05692999741245721,0.0338217029994877,0.017986521046478493,0.8566343281520872,0.855415626747983
Chennai,6.0,0.0032705899519842848,0.0566692601883631,0.03350691237007455,0.01765288615597937,0.8581326721253443,0.8568803798409228
Chennai,7.0,0.00334573710528099,0.057224268530776244,0.033651168631503185,0.017653274696050054,0.8571816714929702,0.8560174979846153
Chennai,8.0,0.003345092099011052,0.0572061512101799,0.033694072865087736,0.01764686279992212,0.8575997667310227,0.8564591950778442
Chennai,9.0,0.0033444469138731005,0.05731711213570501,0.033880795326700824,0.017575148279055132,0.8539750981928542,0.8528021032936689
