Data List,Depth,MSE,RMSE,MAE,MDAE,EVS,R2
Cluster 0,,0.004820632284249631,0.06932015433976582,0.04640303125619482,0.03038788286834444,0.7161906464063867,0.7156153626847902
Cluster 0,5.0,0.004306226282217977,0.06550338387807554,0.04408044208572901,0.029072533940737014,0.7473913612764624,0.7468545453887239
Cluster 0,6.0,0.004283017671535465,0.06532426619261861,0.04385506064065489,0.02885599434946976,0.7486850798245587,0.7481465209220107
Cluster 0,7.0,0.004281181644729255,0.06530917787053439,0.04370376840015662,0.028640174206563795,0.7484630712873149,0.7479766503428487
Cluster 0,8.0,0.004356748781138666,0.06591525813325241,0.04407052854434742,0.02880370238459832,0.7439112910654004,0.7435157922361287
Cluster 0,9.0,0.004405170780476831,0.06624619508044316,0.044183685463142455,0.028775862652301178,0.7416325101991608,0.741014641152774
